title,Production_Budget,Domestic_Gross,Worldwide_Gross,id,poster_path,release_date,runtime,tagline,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,overview,tagline_wordcount,synopsis_wordcount,release_year,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3
Transcendence,100000000,23022309,103039258,157353,/i3JqPtiJWnidaif3UA2K2Eng0hp.jpg,2014-04-16,119.0,"Yesterday, Dr. Will Caster was only human...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Syncopy,Alcon Entertainment,DMG Entertainment,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",7,35,2014,4,16,Johnny Depp,Paul Bettany,Rebecca Hall,Kate Mara,Morgan Freeman,John Papsidera,Mychael Danna,Wally Pfister,David Valdes,,two leading computer scientists work toward,technology organization fights,technological singularity
Son of the Mask,100000000,17018422,59918422,10214,/x0vfTsgoSM96YCouqsOXgP6klX9.jpg,2005-02-18,94.0,Who's next?,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,New Line Cinema,Pathé Distribution,,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",2,38,2005,2,18,Jamie Kennedy,Alan Cumming,Traylor Howard,Kal Penn,Steven Wright,,Randy Edelman,Lawrence Guterman,Erica Huggins,Lance Khazei,looney child raising,dog stumbles upon,tim avery
The Adventures of Pluto Nash,100000000,4411102,7094995,11692,/b425fxm8zTgRDcHwFC16KBHJfGn.jpg,2002-08-15,95.0,Action's future has arrived...,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mel's Cite du Cinema,Village Roadshow Pictures,Castle Rock Entertainment,"The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.",4,56,2002,8,15,Eddie Murphy,Randy Quaid,Rosario Dawson,Joe Pantoliano,Jay Mohr,,John Powell,Ron Underwood,Martin Bregman,Neil Cuthbert,mysterious rex crater mastermind,lunar gangster mogan,flying successful owner
The Peanuts Movie,99000000,130178411,250091610,227973,/8Riryt5HqjAjLDeIayBSAOtxUKL.jpg,2015-11-01,88.0,The story of an underdog. And his dog.,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Sky Studios,20th Century Fox Animation,20th Century Fox,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",8,30,2015,11,1,Noah Schnapp,Bill Melendez,Marleik 'Mar Mar' Walker,Alexander Garfin,Hadley Belle Miller,Christian Kaplan,Christophe Beck,Steve Martino,Paul Feig,Craig Schulz,best pal charlie brown begins,snoopy embarks upon,team take
The Mummy Returns,98000000,202007640,435040395,1734,/hioiYUZVIuYIhagDGhIAjyNEUu0.jpg,2001-05-04,130.0,The most powerful force on earth is about to be unleashed by the two people who should know better.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Universal Pictures,Alphaville Films,Imhotep Productions,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",19,51,2001,5,4,Brendan Fraser,Rachel Weisz,John Hannah,Oded Fehr,Arnold Vosloo,Joanna Colbert,Alan Silvestri,Stephen Sommers,Sean Daniel,Stephen Sommers,legendary scorpion king ’,newly resurrected imhotep,old son alex
Gangs of New York,97000000,77730500,183124621,3131,/lemqKtcCuAano5aqrzxYiKC8kkn.jpg,2002-12-14,167.0,America was born in the streets.,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Miramax,Initial Entertainment Group (IEG),Alberto Grimaldi Productions,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",6,62,2002,12,14,Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz,Liam Neeson,Brendan Gleeson,Ellen Lewis,Howard Shore,Martin Scorsese,Gerry Robert Byrne,Steven Zaillian,whole new army,psychotic gangland kingpin,father years earlier
Alien: Covenant,97000000,74262031,238521247,126889,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,122.0,The path to paradise begins in hell,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Scott Free Productions,Brandywine Productions,TSG Entertainment,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",7,48,2017,5,9,Michael Fassbender,Katherine Waterston,Billy Crudup,Danny McBride,Demián Bichir,Carmen Cuba,,Ridley Scott,Ridley Scott,John Logan,"synthetic ', david",doomed prometheus expedition,dangerous world —
Ice Age: Continental Drift,95000000,161321843,879765137,57800,/u30xsZd3mijrdBKA6CeDsozx48g.jpg,2012-06-26,88.0,The End of the World is Just the Tip of the Iceberg.,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Sky Studios,20th Century Fox Animation,20th Century Fox,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",12,33,2012,6,26,Ray Romano,John Leguizamo,Denis Leary,Seann William Scott,Josh Peck,,John Powell,Steve Martino,,Michael Berg,sid embark upon another adventure,encounter sea creatures,set adrift
Black Hawk Down,95000000,108638745,159691085,855,/yUzQ4r3q1Dy0bUAkMvUIwf0rPpR.jpg,2001-12-28,145.0,Leave No Man Behind.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Jerry Bruckheimer Films,Revolution Studios,Scott Free Productions,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",4,40,2001,12,28,Josh Hartnett,Ewan McGregor,Jason Isaacs,Tom Sizemore,William Fichtner,Bonnie Timmermann,Hans Zimmer,Ridley Scott,Jerry Bruckheimer,Ken Nolan,elite delta force team attempt,americans suffer heavy casualties,kidnap two underlings
Sex and the City 2,95000000,95347692,294680778,37786,/pU8sKmxS5NorwjQc4OzW0zsoggA.jpg,2010-05-26,146.0,Carrie on.,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Village Roadshow Pictures,New Line Cinema,HBO,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",2,70,2010,5,26,Sarah Jessica Parker,Kristin Davis,Cynthia Nixon,Kim Cattrall,Chris Noth,,Aaron Zigman,Michael Patrick King,Sarah Jessica Parker,,extravagant vacation destinations,visit one,samantha gets
Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,32657,/5NhyXkodMzDRW8uqtPqlxJsoBhf.jpg,2010-02-01,119.0,Worlds Collide,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1492 Pictures,Sunswept Entertainment,Dune Entertainment,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",2,44,2010,2,1,Logan Lerman,Brandon T. Jackson,Alexandra Daddario,Jake Abel,Sean Bean,Janet Hirshenson,Christophe Beck,Chris Columbus,Karen Rosenfelt,Craig Titley,new found skills,accident prone teenager,percy must master
The Campaign,95000000,86907746,104907746,77953,/6uH8BOWN60mu2Vd5z4jCaVWb2ix.jpg,2012-08-09,85.0,May The Best Loser Win.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Location Gourmet,Gary Sanchez Productions,Everyman Pictures,Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.,5,23,2012,8,9,Will Ferrell,Zach Galifianakis,Jason Sudeikis,Katherine LaNasa,Dylan McDermott,Allison Jones,,Jay Roach,Jay Roach,Chris Henchy,small north carolina congressional district,two rival politicians compete,united states house
Unstoppable,95000000,81562942,165720921,23520,/4IHm4o8vVJyMunZ6sxeyjjcdiPF.jpg,2004-10-20,96.0,You can't stop a man who will stop at nothing.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millennium Films,,,"The deranged military and former CIA agent Dean Cage is in a rehab program, trying to forget the traumatic loss of his best friend Scott in Bosnia. When he dates with his girl-friend and Scott's sister, Detective Amy Knight, in a dinning restaurant, he is mistakenly taken as being the CIA agent that is investigating the robbery of the military experiment EX by a man called Sullivan. He is injected with the drug and abducted by the thieves. Amy has six hours to find the also stolen antidote and save Dean's life.",10,92,2004,10,20,Wesley Snipes,Stuart Wilson,Mark Sheppard,David Schofield,Nicholas Aaron,,,David Carson,,,former cia agent dean cage,man called sullivan,also stolen antidote
The Lovely Bones,95000000,44114232,94894448,7980,/x6h0UMw1YJG9YIYwkN3ieVIgU4.jpg,2009-12-26,136.0,The story of a life and everything that came after...,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,WingNut Films,Key Creatives,New Zealand Large Budget Screen Production Grant,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",10,39,2009,12,26,Saoirse Ronan,Rachel Weisz,Mark Wahlberg,Susan Sarandon,Stanley Tucci,Scot Boland,Brian Eno,Peter Jackson,Carolynne Cunningham,Fran Walsh,old susie salmon watches,stricken family --,must balance
Seventh Son,95000000,17725785,108874967,68737,/zzfzErL8HIyNTRqBHqZAVvEKJ54.jpg,2014-12-12,102.0,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,China Film Co.,Legendary Entertainment,Thunder Road Pictures,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",16,82,2014,12,12,Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington,Amanda Mackey,,Sergei Bodrov,Lionel Wigram,Charles Leavitt,son named thomas ward,seventh son,young farmer
Finding Nemo,94000000,380529370,936429370,12,/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg,2003-05-30,100.0,There are 3.7 trillion fish in the ocean. They're looking for one.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pixar,,,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",12,53,2003,5,30,Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Mary Hidalgo,Thomas Newman,Andrew Stanton,Graham Walters,Andrew Stanton,bring nemo home -- meeting vegetarian sharks,great barrier reef home,worrisome father marlin
The Lord of the Rings: The Return of the King,94000000,377845905,1141403341,122,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003-12-01,201.0,The eye of the enemy is moving.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,New Line Cinema,WingNut Films,The Saul Zaentz Company,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",7,45,2003,12,1,Elijah Wood,Ian McKellen,Viggo Mortensen,Sean Astin,Liv Tyler,Victoria Burrows,Howard Shore,Peter Jackson,Barrie M. Osborne,Peter Jackson,broken fellowship struggle,save gondor,sam take
The Lord of the Rings: The Two Towers,94000000,342548984,934699645,121,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,179.0,A New Power Is Rising.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,New Line Cinema,WingNut Films,The Saul Zaentz Company,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",5,41,2002,12,18,Elijah Wood,Ian McKellen,Viggo Mortensen,Sean Astin,Liv Tyler,Victoria Burrows,Howard Shore,Peter Jackson,Barrie M. Osborne,Peter Jackson,nefarious wizard saruman awaits,orthanc tower,one ring
Lara Croft: Tomb Raider,94000000,131144183,273330185,1995,/m6aodY7SrvlTRiUFkxClaNAIQT.jpg,2001-06-11,100.0,Born into Wealth. Groomed by the Elite. Trained for Combat.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Paramount,Toho-Towa,Mutual Film Company,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",10,47,2001,6,11,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,Daniel Craig,John Hubbard,Graeme Revell,Simon West,Colin Wilson,Patrick Massett,english aristocrat lara croft,shapely archaeologist moonlights,recover lost antiquities
Kingsman: The Secret Service,94000000,128261724,404561724,207703,/8x7ej0LnHdKUqilNNJXYOeyB6L9.jpg,2015-01-24,129.0,Manners maketh man.,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSG Entertainment,Marv Films,Cloudy Productions,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,3,32,2015,1,24,Colin Firth,Samuel L. Jackson,Mark Strong,Taron Egerton,Michael Caine,Reg Poerscout-Edgerton,Henry Jackman,Matthew Vaughn,Matthew Vaughn,,twisted tech genius,secret spy organization,promising street kid
Jurassic Park III,93000000,181166115,365900000,331,/26L7XODsNlxX3VwkfuUnYOslbRF.jpg,2001-07-18,92.0,"This time, it's not just a walk in the park!",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Amblin Entertainment,Universal Pictures,,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",10,64,2001,7,18,Sam Neill,William H. Macy,Téa Leoni,Trevor Morgan,Alessandro Nivola,Nancy Foy,Don Davis,Joe Johnston,Larry J. Franco,,stranded wayfarers must fight,deadly -- dinosaurs try,infamous isla sorna
Rise of the Planet of the Apes,93000000,176760185,470986200,61791,/j87XPCcAnJUnjQ0gvZoWS6XQpfh.jpg,2011-08-03,105.0,Evolution Becomes Revolution.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Dune Entertainment III,Dune Entertainment,Chernin Entertainment,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",3,53,2011,8,3,James Franco,Andy Serkis,Freida Pinto,John Lithgow,Brian Cox,Debra Zane,Patrick Doyle,Rupert Wyatt,Rick Jaffa,Rick Jaffa,primate subjects – especially caesar,noticing dramatic increases,slowly consumed
The Spiderwick Chronicles,92500000,71195053,162839667,8204,/nSLjsBDzwsIpQL534CNfAKidyAm.jpg,2008-02-14,95.0,Their World Is Closer Than You Think,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Paramount,The Kennedy/Marshall Company,,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",7,34,2008,2,14,Freddie Highmore,Mary-Louise Parker,Nick Nolte,Sarah Bolger,Andrew McCarthy,Marci Liroff,James Horner,Mark Waters,Larry J. Franco,Karey Kirkpatrick,twin brothers jared,alternate world full,upon moving
